"SVY_COMP","SVY_COMP_LABEL","GEO_ID","GEO_ID_F","NAME","YEAR","AGG_DESC","AGG_DESC_LABEL","GOVTYPE","GOVTYPE_LABEL","AMOUNT"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2018","SF0008","License Taxes","002","State","521990"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2019","SF0008","License Taxes","002","State","555966"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2020","SF0008","License Taxes","002","State","573316"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2012","SF0009","Individual Income Taxes","002","State","3017437"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2013","SF0009","Individual Income Taxes","002","State","3202520"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2014","SF0009","Individual Income Taxes","002","State","3206583"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2015","SF0009","Individual Income Taxes","002","State","3336587"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2016","SF0009","Individual Income Taxes","002","State","3624542"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2017","SF0009","Individual Income Taxes","002","State","3624543"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2018","SF0009","Individual Income Taxes","002","State","3912800"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2019","SF0009","Individual Income Taxes","002","State","4194844"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2020","SF0009","Individual Income Taxes","002","State","4274052"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2012","SF0010","Corporation Net income Taxes","002","State","413253"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2013","SF0010","Corporation Net income Taxes","002","State","382202"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2014","SF0010","Corporation Net income Taxes","002","State","406408"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2015","SF0010","Corporation Net income Taxes","002","State","533586"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2016","SF0010","Corporation Net income Taxes","002","State","473736"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2017","SF0010","Corporation Net income Taxes","002","State","520113"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2018","SF0010","Corporation Net income Taxes","002","State","577516"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2019","SF0010","Corporation Net income Taxes","002","State","684296"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2020","SF0010","Corporation Net income Taxes","002","State","754272"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2012","SF0011","All Other Taxes","002","State","474571"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2013","SF0011","All Other Taxes","002","State","487249"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2014","SF0011","All Other Taxes","002","State","484803"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2015","SF0011","All Other Taxes","002","State","455334"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2016","SF0011","All Other Taxes","002","State","467139"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2017","SF0011","All Other Taxes","002","State","496595"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2018","SF0011","All Other Taxes","002","State","508464"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2019","SF0011","All Other Taxes","002","State","522062"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2020","SF0011","All Other Taxes","002","State","539378"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2012","SF0013","Current Charges","002","State","3761561"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2013","SF0013","Current Charges","002","State","3931283"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2014","SF0013","Current Charges","002","State","4217877"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2015","SF0013","Current Charges","002","State","4676644"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2016","SF0013","Current Charges","002","State","4824631"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2017","SF0013","Current Charges","002","State","5067583"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2018","SF0013","Current Charges","002","State","5446186"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2019","SF0013","Current Charges","002","State","5731422"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2020","SF0013","Current Charges","002","State","5789525"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2012","SF0014","Miscellaneous General Revenue","002","State","1141032"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2013","SF0014","Miscellaneous General Revenue","002","State","1195567"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2014","SF0014","Miscellaneous General Revenue","002","State","1242898"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2015","SF0014","Miscellaneous General Revenue","002","State","1687595"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2016","SF0014","Miscellaneous General Revenue","002","State","1143026"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2017","SF0014","Miscellaneous General Revenue","002","State","1346132"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2018","SF0014","Miscellaneous General Revenue","002","State","1530100"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2019","SF0014","Miscellaneous General Revenue","002","State","1811752"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2020","SF0014","Miscellaneous General Revenue","002","State","1657679"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2012","SF0016","Utility Revenue","002","State","X"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2013","SF0016","Utility Revenue","002","State","X"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2014","SF0016","Utility Revenue","002","State","X"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2015","SF0016","Utility Revenue","002","State","X"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2016","SF0016","Utility Revenue","002","State","X"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2017","SF0016","Utility Revenue","002","State","X"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2018","SF0016","Utility Revenue","002","State","X"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2019","SF0016","Utility Revenue","002","State","X"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2020","SF0016","Utility Revenue","002","State","X"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2012","SF0017","Liquor Stores Revenue","002","State","267388"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2013","SF0017","Liquor Stores Revenue","002","State","278248"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2014","SF0017","Liquor Stores Revenue","002","State","288982"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2015","SF0017","Liquor Stores Revenue","002","State","308180"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2016","SF0017","Liquor Stores Revenue","002","State","325393"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2017","SF0017","Liquor Stores Revenue","002","State","335417"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2018","SF0017","Liquor Stores Revenue","002","State","350913"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2019","SF0017","Liquor Stores Revenue","002","State","378578"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2020","SF0017","Liquor Stores Revenue","002","State","422809"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2012","SF0018","Insurance Trust Revenue","002","State","5858261"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2013","SF0018","Insurance Trust Revenue","002","State","5942462"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2014","SF0018","Insurance Trust Revenue","002","State","4896240"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2015","SF0018","Insurance Trust Revenue","002","State","1706834"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2016","SF0018","Insurance Trust Revenue","002","State","4558211"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2017","SF0018","Insurance Trust Revenue","002","State","6360069"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2018","SF0018","Insurance Trust Revenue","002","State","6024841"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2019","SF0018","Insurance Trust Revenue","002","State","4911421"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2020","SF0018","Insurance Trust Revenue","002","State","3336988"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2012","SF0020","Total Expenditure","002","State","30813117"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2013","SF0020","Total Expenditure","002","State","31382719"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2014","SF0020","Total Expenditure","002","State","31758035"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2015","SF0020","Total Expenditure","002","State","32459306"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2016","SF0020","Total Expenditure","002","State","31582710"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2017","SF0020","Total Expenditure","002","State","30536899"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2018","SF0020","Total Expenditure","002","State","31896579"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2019","SF0020","Total Expenditure","002","State","33366253"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2020","SF0020","Total Expenditure","002","State","35784680"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2012","SF0021","Total Expenditure - Intergovernmental Expenditure","002","State","6604884"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2013","SF0021","Total Expenditure - Intergovernmental Expenditure","002","State","6507364"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2014","SF0021","Total Expenditure - Intergovernmental Expenditure","002","State","6515075"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2015","SF0021","Total Expenditure - Intergovernmental Expenditure","002","State","6735925"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2016","SF0021","Total Expenditure - Intergovernmental Expenditure","002","State","6672049"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2017","SF0021","Total Expenditure - Intergovernmental Expenditure","002","State","6903593"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2018","SF0021","Total Expenditure - Intergovernmental Expenditure","002","State","7121021"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2019","SF0021","Total Expenditure - Intergovernmental Expenditure","002","State","7623703"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2020","SF0021","Total Expenditure - Intergovernmental Expenditure","002","State","8340911"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2012","SF0022","Total Expenditure - Direct Expenditure","002","State","24208233"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2013","SF0022","Total Expenditure - Direct Expenditure","002","State","24875355"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2014","SF0022","Total Expenditure - Direct Expenditure","002","State","25242960"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2015","SF0022","Total Expenditure - Direct Expenditure","002","State","25723381"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2016","SF0022","Total Expenditure - Direct Expenditure","002","State","24910661"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2017","SF0022","Total Expenditure - Direct Expenditure","002","State","23633306"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2018","SF0022","Total Expenditure - Direct Expenditure","002","State","24775558"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2019","SF0022","Total Expenditure - Direct Expenditure","002","State","25742550"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2020","SF0022","Total Expenditure - Direct Expenditure","002","State","27443769"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2012","SF0023","Total Expenditure - Direct Expenditure - Current Operations","002","State","16486557"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2013","SF0023","Total Expenditure - Direct Expenditure - Current Operations","002","State","16871926"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2014","SF0023","Total Expenditure - Direct Expenditure - Current Operations","002","State","17353630"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2015","SF0023","Total Expenditure - Direct Expenditure - Current Operations","002","State","17833570"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2016","SF0023","Total Expenditure - Direct Expenditure - Current Operations","002","State","17119224"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2017","SF0023","Total Expenditure - Direct Expenditure - Current Operations","002","State","17131941"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2018","SF0023","Total Expenditure - Direct Expenditure - Current Operations","002","State","17659604"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2019","SF0023","Total Expenditure - Direct Expenditure - Current Operations","002","State","18657966"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2020","SF0023","Total Expenditure - Direct Expenditure - Current Operations","002","State","19559018"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2012","SF0024","Total Expenditure - Direct Expenditure - Capital Outlay","002","State","1933244"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2013","SF0024","Total Expenditure - Direct Expenditure - Capital Outlay","002","State","2276020"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2014","SF0024","Total Expenditure - Direct Expenditure - Capital Outlay","002","State","1880255"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2015","SF0024","Total Expenditure - Direct Expenditure - Capital Outlay","002","State","2011264"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2016","SF0024","Total Expenditure - Direct Expenditure - Capital Outlay","002","State","1849423"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2017","SF0024","Total Expenditure - Direct Expenditure - Capital Outlay","002","State","1895590"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2018","SF0024","Total Expenditure - Direct Expenditure - Capital Outlay","002","State","2311533"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2019","SF0024","Total Expenditure - Direct Expenditure - Capital Outlay","002","State","2285359"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2020","SF0024","Total Expenditure - Direct Expenditure - Capital Outlay","002","State","2285399"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2012","SF0025","Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments","002","State","3475004"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2013","SF0025","Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments","002","State","3335440"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2014","SF0025","Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments","002","State","3566937"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2015","SF0025","Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments","002","State","3462691"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2016","SF0025","Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments","002","State","3541484"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2017","SF0025","Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments","002","State","3383128"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2018","SF0025","Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments","002","State","3505303"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2019","SF0025","Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments","002","State","3447930"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2020","SF0025","Total Expenditure - Direct Expenditure - Insurance Benefits and Repayments","002","State","4134263"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2012","SF0026","Total Expenditure - Direct Expenditure - Assistance and Subsidies","002","State","1973275"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2013","SF0026","Total Expenditure - Direct Expenditure - Assistance and Subsidies","002","State","2039078"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2014","SF0026","Total Expenditure - Direct Expenditure - Assistance and Subsidies","002","State","1990251"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2015","SF0026","Total Expenditure - Direct Expenditure - Assistance and Subsidies","002","State","2051649"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2016","SF0026","Total Expenditure - Direct Expenditure - Assistance and Subsidies","002","State","2045443"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2017","SF0026","Total Expenditure - Direct Expenditure - Assistance and Subsidies","002","State","862761"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2018","SF0026","Total Expenditure - Direct Expenditure - Assistance and Subsidies","002","State","937541"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2019","SF0026","Total Expenditure - Direct Expenditure - Assistance and Subsidies","002","State","1000560"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2020","SF0026","Total Expenditure - Direct Expenditure - Assistance and Subsidies","002","State","1076697"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2012","SF0027","Total Expenditure - Direct Expenditure - Interest on Debt","002","State","340153"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2013","SF0027","Total Expenditure - Direct Expenditure - Interest on Debt","002","State","352891"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2014","SF0027","Total Expenditure - Direct Expenditure - Interest on Debt","002","State","451887"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2015","SF0027","Total Expenditure - Direct Expenditure - Interest on Debt","002","State","364207"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2016","SF0027","Total Expenditure - Direct Expenditure - Interest on Debt","002","State","355087"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2017","SF0027","Total Expenditure - Direct Expenditure - Interest on Debt","002","State","359886"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2018","SF0027","Total Expenditure - Direct Expenditure - Interest on Debt","002","State","361577"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2019","SF0027","Total Expenditure - Direct Expenditure - Interest on Debt","002","State","350735"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2020","SF0027","Total Expenditure - Direct Expenditure - Interest on Debt","002","State","388392"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2012","SF0028","Total Expenditure - Exhibit: Salaries and Wages","002","State","4245621"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2013","SF0028","Total Expenditure - Exhibit: Salaries and Wages","002","State","4394718"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2014","SF0028","Total Expenditure - Exhibit: Salaries and Wages","002","State","4420762"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2015","SF0028","Total Expenditure - Exhibit: Salaries and Wages","002","State","4551491"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2016","SF0028","Total Expenditure - Exhibit: Salaries and Wages","002","State","4671364"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2017","SF0028","Total Expenditure - Exhibit: Salaries and Wages","002","State","4905373"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2018","SF0028","Total Expenditure - Exhibit: Salaries and Wages","002","State","5314650"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2019","SF0028","Total Expenditure - Exhibit: Salaries and Wages","002","State","5271775"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2020","SF0028","Total Expenditure - Exhibit: Salaries and Wages","002","State","5570751"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2012","SF0031","Total Expenditure - General Expenditure","002","State","27089980"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2013","SF0031","Total Expenditure - General Expenditure","002","State","27784838"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2014","SF0031","Total Expenditure - General Expenditure","002","State","27924214"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2015","SF0031","Total Expenditure - General Expenditure","002","State","28710747"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2016","SF0031","Total Expenditure - General Expenditure","002","State","27719883"
"02","Annual Survey of State Government Finance","0400000US01","null","Alabama","2017","SF0031","Total Expenditure - General Expenditure","002","State","26824652"
